,StockCode,total_quantity,total_revenue,avg_price,num_customers,num_invoices,num_countries,cluster,cluster_label
2524,23388,597,2434.3500000000004,4.138148148148149,115,135,11,4,High-end Niche Product
2525,23389,796,3260.2000000000003,4.142270531400967,159,205,13,4,High-end Niche Product
2526,23390,529,2152.15,4.139261744966443,117,146,13,4,High-end Niche Product
2527,23391,301,1227.5500000000002,4.138571428571429,58,69,8,4,High-end Niche Product
2528,23392,428,874.58,2.0726582278481014,70,78,10,1,Low-demand Product
2529,23393,763,2861.25,3.75,165,201,9,1,Low-demand Product
2530,23394,392,1470.0,3.75,90,119,3,1,Low-demand Product
2531,23395,666,2491.98,3.7473863636363633,141,175,10,1,Low-demand Product
2532,23396,589,2203.23,3.7472781065088756,134,164,6,1,Low-demand Product
2533,23397,425,3187.5,7.5,139,176,7,4,High-end Niche Product
2534,23398,545,460.13,0.847936507936508,53,57,6,1,Low-demand Product
2535,23399,1713,1452.9299999999998,0.8492972972972973,146,176,4,1,Low-demand Product
2536,23400,278,1542.71,6.153333333333333,76,95,4,4,High-end Niche Product
2537,23401,259,1391.91,6.0931428571428565,59,70,3,4,High-end Niche Product
2538,23402,259,958.83,3.7416363636363634,47,55,3,1,Low-demand Product
2539,23403,409,1447.42,3.7067567567567568,80,110,3,1,Low-demand Product
2540,23404,672,3124.34,4.863676470588236,104,136,7,4,High-end Niche Product
2541,23405,235,1128.05,4.908620689655172,54,57,3,4,High-end Niche Product
2542,23406,250,1384.94,6.1423404255319145,65,94,3,4,High-end Niche Product
2543,23407,250,1860.0,7.436974789915967,103,118,7,4,High-end Niche Product
2544,23408,310,644.8000000000001,2.08,53,59,3,1,Low-demand Product
2545,23409,208,771.72,3.7275609756097565,39,41,3,1,Low-demand Product
2546,23410,36,268.65,7.449999999999999,16,18,2,4,High-end Niche Product
2547,23411,196,929.4000000000001,4.915957446808511,42,46,3,4,High-end Niche Product
2548,23412,266,1845.8400000000001,7.394583333333333,64,71,1,4,High-end Niche Product
2549,23413,156,743.4000000000001,4.894186046511629,34,43,4,4,High-end Niche Product
2550,23414,139,1042.5,7.5,58,62,5,4,High-end Niche Product
2551,23415,326,405.59999999999997,1.3699999999999999,42,45,5,1,Low-demand Product
2552,23416,123,155.06999999999996,1.16,18,18,2,1,Low-demand Product
2553,23417,140,137.76,1.1345454545454545,21,21,2,1,Low-demand Product
2554,23418,470,954.11,2.0655,55,60,4,1,Low-demand Product
2555,23419,416,857.45,2.0752459016393443,56,61,4,1,Low-demand Product
2556,23420,159,330.72,2.08,26,28,3,1,Low-demand Product
2557,23421,152,316.16,2.08,24,26,4,1,Low-demand Product
2558,23422,196,407.68,2.08,29,31,5,1,Low-demand Product
2559,23423,202,757.5,3.75,47,51,6,1,Low-demand Product
2560,23424,409,1966.95,4.926699029126214,87,103,6,4,High-end Niche Product
2561,23425,237,435.43,2.052857142857143,35,35,5,1,Low-demand Product
2562,23426,987,2696.25,2.854450867052023,126,171,7,1,Low-demand Product
2563,23427,194,1455.0,7.5,87,106,5,4,High-end Niche Product
2564,23428,70,520.5,7.482692307692308,25,26,4,4,High-end Niche Product
2565,23429,44,330.0,7.5,19,20,4,4,High-end Niche Product
2566,23430,35,262.5,7.5,16,17,4,4,High-end Niche Product
2567,23431,857,702.7299999999999,0.8252173913043478,63,67,8,1,Low-demand Product
2568,23432,1014,835.68,0.8268571428571428,65,70,9,1,Low-demand Product
2569,23433,1155,955.68,0.8286585365853659,76,82,9,1,Low-demand Product
2570,23434,1530,1425.42,0.9046666666666667,129,134,8,1,Low-demand Product
2571,23435,503,469.61,0.9072727272727273,40,44,4,1,Low-demand Product
2572,23436,1251,1541.07,1.2408695652173913,91,92,6,1,Low-demand Product
2573,23437,1467,1828.08,1.248108108108108,108,111,6,1,Low-demand Product
2574,23438,1362,1696.83,1.247857142857143,88,98,6,1,Low-demand Product
2575,23439,2887,6001.950000000001,2.0941709844559586,268,371,8,2,Potential Product
2576,23440,47,89.93,2.022,5,5,2,1,Low-demand Product
2577,23441,22,9.24,0.42,3,3,1,1,Low-demand Product
2578,23442,40,83.2,2.08,7,7,1,1,Low-demand Product
2579,23444,79,592.5,7.5,63,79,1,4,High-end Niche Product
2580,23445,1937,1598.7999999999997,0.8265263157894737,81,94,9,1,Low-demand Product
2581,23446,40,60.599999999999994,1.5833333333333333,3,3,2,1,Low-demand Product
2582,23447,41,62.25,1.5999999999999999,4,4,2,1,Low-demand Product
2583,23448,25,41.24999999999999,1.6499999999999997,3,3,1,1,Low-demand Product
2584,23449,12,15.0,1.25,1,1,1,1,Low-demand Product
2585,23451,268,519.0,1.9433333333333334,38,44,3,1,Low-demand Product
2586,23452,510,990.9,1.9462962962962964,69,81,4,1,Low-demand Product
2587,23453,315,611.85,1.9437499999999999,40,46,5,1,Low-demand Product
2588,23454,161,658.5500000000001,4.141836734693878,41,46,3,4,High-end Niche Product
2589,23455,188,521.72,2.8671428571428574,32,34,4,1,Low-demand Product
2590,23456,158,634.1,4.116666666666667,33,36,2,4,High-end Niche Product
2591,23457,104,498.6,4.9189655172413795,27,29,2,4,High-end Niche Product
2592,23458,51,382.5,7.5,30,30,4,4,High-end Niche Product
2593,23459,33,247.5,7.5,19,19,2,4,High-end Niche Product
2594,23460,103,772.5,7.5,41,43,3,4,High-end Niche Product
2595,23461,236,951.6500000000001,4.1359550561797755,75,83,2,4,High-end Niche Product
2596,23462,77,577.5,7.5,43,44,3,4,High-end Niche Product
2597,23463,12,90.0,7.5,7,7,2,4,High-end Niche Product
2598,23464,16,79.2,4.95,6,6,1,4,High-end Niche Product
2599,23465,28,210.0,7.5,15,15,2,4,High-end Niche Product
2600,23466,49,367.5,7.5,20,21,2,4,High-end Niche Product
2601,23467,23,75.67,3.29,5,5,2,1,Low-demand Product
2602,23468,19,142.5,7.5,11,11,2,4,High-end Niche Product
2603,23469,275,1107.71,4.122698412698413,61,63,7,4,High-end Niche Product
2604,23470,211,1274.8899999999999,6.2156,70,75,4,4,High-end Niche Product
2605,23471,64,480.0,7.5,26,26,2,4,High-end Niche Product
2606,23472,54,405.0,7.5,29,30,6,4,High-end Niche Product
2607,23473,500,412.03,0.8274418604651163,41,43,8,1,Low-demand Product
2608,23474,297,246.51,0.83,26,27,6,1,Low-demand Product
2609,23475,280,232.39999999999998,0.83,25,26,5,1,Low-demand Product
2610,23476,198,247.5,1.25,18,18,6,1,Low-demand Product
2611,23477,85,106.25,1.25,8,8,4,1,Low-demand Product
2612,23478,113,135.58,1.2289999999999999,9,10,3,1,Low-demand Product
2613,23479,109,794.1,7.45125,35,40,4,4,High-end Niche Product
2614,23480,1257,4599.6,3.7054237288135594,143,173,16,1,Low-demand Product
2615,23481,217,266.21,1.2429999999999999,23,27,1,1,Low-demand Product
2616,23482,298,481.49999999999994,1.6388888888888888,32,36,3,1,Low-demand Product
2617,23483,959,1159.69,1.2280597014925374,57,66,4,1,Low-demand Product
2618,23484,174,483.66,2.8592307692307695,25,25,1,1,Low-demand Product
2619,23485,166,1245.0,7.5,70,80,5,4,High-end Niche Product
2620,23486,144,1080.0,7.5,64,68,4,4,High-end Niche Product
2621,23487,78,585.0,7.5,41,42,4,4,High-end Niche Product
2622,23489,855,2460.15,2.8872027972027974,125,137,4,1,Low-demand Product
2623,23490,515,1906.41,3.740315789473684,83,95,3,1,Low-demand Product
2624,23491,226,1695.0,7.5,64,76,3,4,High-end Niche Product
2625,23492,74,555.0,7.5,24,26,2,4,High-end Niche Product
2626,23493,2944,5724.6,1.9483240223463687,282,349,14,2,Potential Product
2627,23494,670,3911.5,5.933050847457627,145,176,13,4,High-end Niche Product
2628,23495,192,240.0,1.25,21,24,2,1,Low-demand Product
2629,23496,88,110.0,1.25,21,22,2,1,Low-demand Product
2630,23497,1720,2441.1099999999997,1.4383050847457626,150,172,12,1,Low-demand Product
2631,23498,805,1143.76,1.4402247191011237,77,86,4,1,Low-demand Product
2632,23499,1196,502.32,0.42,86,93,5,1,Low-demand Product
2633,23500,1310,1621.96,1.2428409090909092,76,84,6,1,Low-demand Product
2634,23501,1142,1400.6200000000001,1.2379310344827588,77,85,4,1,Low-demand Product
2635,23502,617,763.06,1.2452272727272726,80,87,9,1,Low-demand Product
2636,23503,3184,3963.62,1.24811377245509,284,327,8,2,Potential Product
2637,23504,1591,1986.23,1.2489447236180904,164,190,4,1,Low-demand Product
2638,23505,748,912.32,1.2420754716981133,93,104,7,1,Low-demand Product
2639,23506,1481,619.2,0.41909090909090907,114,127,10,1,Low-demand Product
2640,23507,1043,433.62,0.41834862385321103,91,101,9,1,Low-demand Product
2641,23508,1228,512.94,0.4189473684210526,95,106,10,1,Low-demand Product
2642,23509,554,229.86,0.4178181818181818,51,54,5,1,Low-demand Product
2643,23510,1006,419.28000000000003,0.41879999999999995,90,95,9,1,Low-demand Product
2644,23511,407,836.99,2.0732558139534887,83,85,11,1,Low-demand Product
2645,23512,250,502.6,2.0622448979591836,46,49,12,1,Low-demand Product
2646,23513,322,654.1,2.0706451612903227,59,62,10,1,Low-demand Product
2647,23514,341,699.71,2.0706451612903227,57,62,11,1,Low-demand Product
2648,23515,324,656.52,2.0655,58,59,12,1,Low-demand Product
2649,23516,201,728.91,3.7280952380952384,39,40,7,1,Low-demand Product
2650,23517,243,689.07,2.8743137254901963,50,51,8,1,Low-demand Product
2651,23518,219,611.3100000000001,2.870487804878049,40,41,8,1,Low-demand Product
2652,23519,129,458.90999999999997,3.701578947368421,18,19,6,1,Low-demand Product
2653,23520,120,437.58,3.734666666666667,30,30,5,1,Low-demand Product
2654,23521,172,402.59000000000003,2.618181818181818,21,22,2,1,Low-demand Product
2655,23522,155,348.99,2.575714285714286,20,21,2,1,Low-demand Product
2656,23523,243,834.96,3.656315789473684,35,38,2,1,Low-demand Product
2657,23524,258,878.13,3.6588235294117646,42,51,3,1,Low-demand Product
2658,23525,267,909.0,3.6584090909090907,38,44,2,1,Low-demand Product
2659,23526,477,2548.53,5.814565217391305,79,91,5,4,High-end Niche Product
2660,23527,256,900.21,3.6818604651162787,40,43,2,1,Low-demand Product
2661,23528,231,766.9200000000001,3.626764705882353,30,34,4,1,Low-demand Product
2662,23529,230,756.78,3.6103333333333336,26,30,3,1,Low-demand Product
2663,23530,611,2691.78,4.7518918918918915,60,74,5,4,High-end Niche Product
2664,23531,522,3204.39,6.744897959183674,77,97,4,4,High-end Niche Product
2665,23532,112,467.52000000000004,4.470769230769231,23,26,3,4,High-end Niche Product
2666,23533,147,678.67,5.151935483870968,27,31,2,4,High-end Niche Product
2667,23534,810,4533.03,5.881230769230768,159,194,9,4,High-end Niche Product
2668,23535,789,4374.33,5.866196319018405,135,162,6,4,High-end Niche Product
2669,23536,322,1783.33,5.869864864864865,68,74,5,4,High-end Niche Product
2670,23537,98,446.70000000000005,4.835714285714286,20,21,2,4,High-end Niche Product
2671,23538,137,597.3000000000001,4.78925925925926,25,27,1,4,High-end Niche Product
2672,23539,159,827.0699999999999,5.797428571428571,32,35,1,4,High-end Niche Product
2673,23540,53,309.29,6.142,9,10,2,4,High-end Niche Product
2674,23541,508,3744.07,7.473,97,120,4,4,High-end Niche Product
2675,23542,280,1998.0,7.4350000000000005,55,70,7,4,High-end Niche Product
2676,23543,370,2598.38,7.273020833333334,81,94,7,4,High-end Niche Product
2677,23544,77,499.12,6.960500000000001,17,20,1,4,High-end Niche Product
2678,23545,2114,885.72,0.419047619047619,76,83,13,1,Low-demand Product
2679,23546,3020,1268.4,0.42,106,120,14,1,Low-demand Product
2680,23547,1552,651.84,0.42,57,62,5,1,Low-demand Product
2681,23548,1075,451.5,0.42,42,43,5,1,Low-demand Product
2682,23549,1277,536.34,0.42,46,51,6,1,Low-demand Product
2683,23550,1585,663.54,0.41873015873015873,60,63,5,1,Low-demand Product
2684,23551,1530,596.6999999999999,0.38999999999999996,88,95,7,1,Low-demand Product
2685,23552,849,1713.0,2.062181818181818,93,103,6,1,Low-demand Product
2686,23553,191,1432.5,7.5,50,62,1,4,High-end Niche Product
2687,23554,146,1095.0,7.5,49,54,2,4,High-end Niche Product
2688,23555,146,1095.0,7.5,45,48,2,4,High-end Niche Product
2689,23556,162,1215.0,7.5,46,52,2,4,High-end Niche Product
2690,23557,74,555.0,7.5,25,29,1,4,High-end Niche Product
2691,23558,137,1027.5,7.5,43,47,2,4,High-end Niche Product
2692,23559,455,930.74,2.0722666666666667,69,75,10,1,Low-demand Product
2693,23560,130,364.90000000000003,2.87,20,20,4,1,Low-demand Product
2694,23561,134,376.46,2.8592307692307695,13,13,3,1,Low-demand Product
2695,23562,210,596.1,2.8791891891891894,37,37,5,1,Low-demand Product
2696,23564,449,555.58,1.2449999999999999,39,42,5,1,Low-demand Product
2697,23565,327,408.75,1.25,28,31,5,1,Low-demand Product
2698,23566,529,649.91,1.2408695652173913,44,46,6,1,Low-demand Product
2699,23567,187,233.75,1.25,15,18,2,1,Low-demand Product
2700,23568,337,409.91,1.2349999999999999,24,28,3,1,Low-demand Product
2701,23569,845,4161.150000000001,4.9455056179775285,152,174,10,4,High-end Niche Product
2702,23570,1806,2257.5,1.25,203,231,6,2,Potential Product
2703,23571,1892,3116.3999999999996,1.6490950226244343,195,216,8,2,Potential Product
2704,23574,14,105.0,7.5,9,14,3,4,High-end Niche Product
2705,23575,143,270.75,1.9375,22,22,3,1,Low-demand Product
2706,23576,164,311.7,1.94,28,29,4,1,Low-demand Product
2707,23578,56,109.2,1.95,11,11,3,1,Low-demand Product
2708,23579,128,241.5,1.9375,22,24,4,1,Low-demand Product
2709,23580,110,214.5,1.9499999999999997,20,21,3,1,Low-demand Product
2710,23581,2926,5912.74,2.059223300970874,230,302,8,2,Potential Product
2711,23582,2249,4595.64,2.0663713080168775,186,234,10,2,Potential Product
2712,23583,2433,3974.65,1.6447540983606557,233,298,8,2,Potential Product
2713,23597,167,460.25,2.9071428571428575,28,28,5,1,Low-demand Product
2714,23598,314,904.7,2.930952380952381,40,42,5,1,Low-demand Product
2715,23630,1,2.99,2.99,1,1,1,1,Low-demand Product
2716,23660,293,483.44999999999993,1.65,30,31,4,1,Low-demand Product
2717,23661,204,336.59999999999997,1.6499999999999997,23,23,2,1,Low-demand Product
2718,23664,1,1.65,1.65,1,1,1,1,Low-demand Product
2719,23681,1063,1726.95,1.6415966386554621,105,118,6,1,Low-demand Product
2720,23691,956,399.9,0.4184210526315789,36,38,2,1,Low-demand Product
2721,23692,50,21.0,0.42,2,2,2,1,Low-demand Product
2722,23694,303,125.64,0.4175,23,24,1,1,Low-demand Product
2723,23695,604,250.44,0.41727272727272724,41,44,4,1,Low-demand Product
2724,23697,372,154.62,0.41777777777777775,26,26,3,1,Low-demand Product
2725,23702,4,13.5,4.0,3,3,2,4,High-end Niche Product
2726,23843,27,56.160000000000004,2.08,1,1,1,1,Low-demand Product
2727,35001B,16,55.84,3.4900000000000007,5,5,1,1,Low-demand Product
2728,35001G,426,1279.35,3.7051612903225806,46,60,4,1,Low-demand Product
2729,35001P,2,6.98,3.49,2,2,1,1,Low-demand Product
2730,35001W,456,1358.49,3.3954545454545455,78,108,2,1,Low-demand Product
2731,35004B,1084,4405.900000000001,4.660743801652893,64,120,3,4,High-end Niche Product
2732,35004C,2014,9685.1,5.1460698689956335,112,229,5,4,High-end Niche Product
2733,35004G,326,1237.26,5.229692307692308,46,64,2,4,High-end Niche Product
2734,35004P,84,354.6,5.040476190476191,17,21,1,4,High-end Niche Product
2735,35004S,136,388.4,4.425,12,16,1,4,High-end Niche Product
2736,35015,771,46.26,0.06,35,38,4,1,Low-demand Product
2737,35051B,14,5.88,0.42,2,2,1,1,Low-demand Product
2738,35071,48,40.8,0.85,5,5,2,1,Low-demand Product
2739,35085E,39,44.25,1.1666666666666667,7,9,1,1,Low-demand Product
2740,35095A,978,403.61,0.415,61,78,5,1,Low-demand Product
2741,35095B,1068,437.9,0.41434782608695647,73,92,3,1,Low-demand Product
2742,35096A,200,80.49,0.4131578947368421,18,19,2,1,Low-demand Product
2743,35096B,174,69.57,0.4138095238095238,20,21,1,1,Low-demand Product
2744,35160,667,517.66,0.8152830188679245,33,53,2,1,Low-demand Product
2745,35233,10,37.5,3.75,8,8,1,1,Low-demand Product
2746,35240,48,360.0,7.5,35,38,1,4,High-end Niche Product
2747,35241,271,1281.25,4.875531914893617,75,94,14,4,High-end Niche Product
2748,35265,20,78.05,3.5533333333333332,14,15,1,1,Low-demand Product
2749,35271S,255,53.97,0.20277777777777778,17,18,1,1,Low-demand Product
2750,35400,1182,8861.5,7.48955223880597,241,331,8,4,High-end Niche Product
2751,35443,15,12.75,0.85,9,9,2,1,Low-demand Product
2752,35471A,339,335.55,1.1857142857142857,41,54,4,1,Low-demand Product
2753,35471D,1878,1031.92,0.7223004694835681,158,205,10,1,Low-demand Product
2754,35537,13,5.46,0.42,3,3,1,1,Low-demand Product
2755,35591T,17,21.25,1.25,9,9,1,1,Low-demand Product
2756,35594,138,57.96,0.42000000000000004,18,21,1,1,Low-demand Product
2757,35596,29,24.65,0.85,4,4,1,1,Low-demand Product
2758,35597A,10,12.5,1.25,4,4,1,1,Low-demand Product
2759,35597B,18,22.5,1.25,6,6,3,1,Low-demand Product
2760,35597D,58,25.28,0.5825,7,7,1,1,Low-demand Product
2761,35598A,10,29.500000000000004,2.9500000000000006,3,3,1,1,Low-demand Product
2762,35598B,568,564.7,1.7520833333333334,37,48,8,1,Low-demand Product
2763,35598C,3,8.850000000000001,2.9500000000000006,3,3,1,1,Low-demand Product
2764,35598D,940,642.82,0.8001923076923076,43,52,7,1,Low-demand Product
2765,35599B,204,708.15,4.711842105263158,26,38,6,4,High-end Niche Product
2766,35599D,306,819.38,2.7664102564102566,23,39,5,1,Low-demand Product
2767,35600D,120,394.95000000000005,4.845833333333333,11,12,2,4,High-end Niche Product
2768,35603B,27,11.34,0.42,1,1,1,1,Low-demand Product
2769,35603C,80,47.04,0.7121739130434782,19,22,1,1,Low-demand Product
2770,35607A,389,73.91000000000001,0.19,27,28,4,1,Low-demand Product
2771,35607B,220,41.800000000000004,0.19,15,16,1,1,Low-demand Product
2772,35609A,378,72.88000000000001,0.2488888888888889,17,18,4,1,Low-demand Product
2773,35610A,96,75.18,1.0425,8,8,2,1,Low-demand Product
2774,35610B,137,126.43,1.1314285714285715,13,13,1,1,Low-demand Product
2775,35610C,70,65.09,1.1116666666666666,6,6,1,1,Low-demand Product
2776,35611B,38,14.44,0.38000000000000006,2,2,2,1,Low-demand Product
2777,35633B,112,21.28,0.19000000000000003,12,12,1,1,Low-demand Product
2778,35637A,253,689.35,3.816666666666667,41,45,4,1,Low-demand Product
2779,35637C,76,232.4,4.11875,14,16,2,4,High-end Niche Product
2780,35638A,33,76.35,3.9499999999999997,6,6,1,1,Low-demand Product
2781,35638B,73,186.35,3.45,7,8,1,1,Low-demand Product
2782,35644,21,40.95,1.95,6,7,1,1,Low-demand Product
2783,35645,51,216.75,4.25,18,24,3,4,High-end Niche Product
2784,35646,533,753.88,1.8050943396226415,37,51,3,1,Low-demand Product
2785,35647,387,480.0,1.2329545454545454,19,43,1,1,Low-demand Product
2786,35648,783,866.45,1.2153521126760565,48,68,4,1,Low-demand Product
2787,35649,75,175.22,3.144090909090909,20,21,2,1,Low-demand Product
2788,35650,3,14.850000000000001,4.95,3,3,1,4,High-end Niche Product
2789,35651,337,608.6999999999999,2.419736842105263,32,37,4,1,Low-demand Product
